ID,LicenceArea,GridSupplyPoint,Substation,SiteFunctionalLocation,Proposed_Connection_Voltage_kV,Status of Connection,Demand_Numbers_Received_Total_Number,Demand_Numbers_Received_Total_Capacity,Generation_Numbers_Received_Total_Number,Generation_Numbers_Received_Total_Capacity,Spatial Coordinates
461,Eastern Power Networks (EPN),Walpole,Peterborough East Grid 11kV,EPN-S0000000F6057,132,Connection offers made (not yet accepted by customer),,,1,40,"52.587102404767, -0.217291123167596"
502,Eastern Power Networks (EPN),Watford South,Gt Missenden Primary 11kV,,11,Connection offers made (not yet accepted by customer),2.0,3.0,,,
510,Eastern Power Networks (EPN),Watford South,Rickmansworth Grid 11kV,EPN-S0000000N8078,11,Connection offers made (not yet accepted by customer),2.0,9.4,,,"51.6408756403759, -0.476830919701273"
526,Eastern Power Networks (EPN),Wymondley,East Stevenage Primary 11kV,EPN-S0000000H8010,11,Connection offers made (not yet accepted by customer),1.0,1.5,,,"51.8977841415782, -0.177890041577216"
530,Eastern Power Networks (EPN),Wymondley,North Stevenage Primary 11kV,EPN-S0000000H8126,11,Connection offers made (not yet accepted by customer),3.0,4.5,,,"51.9134388637182, -0.207150204562261"
556,London Power Networks (LPN),Barking West 33kV,Barking West 11kV,LPN-S000000000617,11,Connection offers made (not yet accepted by customer),2.0,3.9,,,"51.5161377779219, 0.107151163381024"
561,London Power Networks (LPN),Brimsdown,Buckhurst Hill 33kV,,132,Connection offers made (not yet accepted by customer),1.0,85.0,,,
576,London Power Networks (LPN),City Road,Devonshire Square 11kV,LPN-S000000000418,11,Connection offers made (not yet accepted by customer),1.0,1.3,,,"51.5163799124923, -0.0797928643756813"
577,London Power Networks (LPN),City Road,Finsbury Mkt E 11kV,LPN-S000000000433,11,Budget Estimates Provided,1.0,5.7,,,"51.5210292111895, -0.0831000494376474"
580,London Power Networks (LPN),City Road,Finsbury Mkt D 11kV,LPN-S000000000430,11,Connection offers made (accepted by customer),1.0,3.0,,,"51.5212888749755, -0.0830314868258846"
596,London Power Networks (LPN),Littlebrook,Erith 11kV,,11,Budget Estimates Provided,3.0,31.8,,,
599,London Power Networks (LPN),Hackney 66kV,Hackney C 6.6kV,LPN-S000000000442,6.6,Connection offers made (not yet accepted by customer),1.0,1.0,,,"51.5584498697911, -0.0408010245815846"
601,London Power Networks (LPN),Hackney 132kV,Hackney Supergrid 132 kV,LPN-S000000003439,132,Connection offers made (not yet accepted by customer),1.0,100.0,,,"51.5592519604115, -0.0414446105122552"
605,London Power Networks (LPN),Hackney 132kV,Kings Yard A 11kV,LPN-S0000000L0645,11,Connection offers made (not yet accepted by customer),1.0,1.3,,,"51.543414297308, -0.0188479986435935"
610,London Power Networks (LPN),Hackney 66kV,Edwards Lane C 11kV,LPN-S000000000424,11,Connection offers made (not yet accepted by customer),1.0,1.5,,,"51.5618018795464, -0.0831316302904071"
615,London Power Networks (LPN),Islington,Hatchard Rd 11kV,LPN-S000000000446,11,Connection offers made (not yet accepted by customer),,,1,3.2,"51.5657810902315, -0.126279289729663"
621,London Power Networks (LPN),Lodge Road,Hyde Park Estate B 11kV,LPN-S000000000349,11,Budget Estimates Provided,1.0,3.3,,,"51.5159237960819, -0.167067826060955"
635,London Power Networks (LPN),New Cross 66kV,Bengeworth Rd 11kV,LPN-S000000000907,11,Connection offers made (not yet accepted by customer),3.0,8.1,,,"51.4673121942058, -0.0966399815166458"
638,London Power Networks (LPN),New Cross 66kV,New Cross Sgrid 66kV,,132,Connection offers made (not yet accepted by customer),1.0,79.0,,,
639,London Power Networks (LPN),New Cross 66kV,North Cross Rd 11kV,LPN-S000000000967,11,Budget Estimates Provided,1.0,1.5,,,"51.4575730420073, -0.0746040039832204"
649,London Power Networks (LPN),Redbridge,Woodgrange Park 11kV,LPN-S000000000697,11,Connection offers made (not yet accepted by customer),2.0,3.0,,,"51.5477488373816, 0.0492016582075075"
666,London Power Networks (LPN),Beddington,Winlaton Rd 11kV,LPN-S000000000896,11,Connection offers made (not yet accepted by customer),2.0,2.0,,,"51.4273148665817, -0.00114533945997838"
677,London Power Networks (LPN),West Ham,Old School Close 11kV,LPN-S000000000771,66,Budget Estimates Provided,1.0,60.0,,,"51.4949792975668, 0.00710063938132778"
679,London Power Networks (LPN),West Ham,Simpsons Road 11kV,LPN-S000000000683,11,Budget Estimates Provided,2.0,5.3,,,"51.5081993422367, -0.017263322694357"
687,London Power Networks (LPN),Willesden 132kV,Gibbons Rd 11kV,LPN-S000000000240,11,Budget Estimates Provided,9.0,39.0,,,"51.5463340961811, -0.256605931549261"
695,London Power Networks (LPN),Willesden Grid 66 kV,Townmead B 11kV,LPN-S000000000183,11,Connection offers made (not yet accepted by customer),1.0,1.0,,,"51.4683797625302, -0.186107198713778"
696,London Power Networks (LPN),Wimbledon 1&2 132kV,Montford Place B 11kV,LPN-S000000000958,11,Budget Estimates Provided,1.0,6.1,,,"51.4855456102047, -0.113668954301761"
700,London Power Networks (LPN),Wimbledon 3&4 132kV,Barnes B 6.6kV,,6.6,Connection offers made (not yet accepted by customer),1.0,8.0,,,
706,London Power Networks (LPN),Wimbledon 3&4 132kV,Gorringe Park 11kV,LPN-S000000001037,11,"Connection offers made (cancelled, expired, superseded)",1.0,2.0,,,"51.4114161262174, -0.156410405717846"
709,London Power Networks (LPN),Wimbledon 3&4 132kV,Merton 11kV,LPN-S000000001059,11,Connection offers made (accepted by customer),2.0,2.6,,,"51.4101517646396, -0.189519772997844"
711,London Power Networks (LPN),Wimbledon 3&4 132kV,Moreton Street 11kV,LPN-S000000000365,11,Budget Estimates Provided,1.0,2.1,,,"51.490067479721, -0.134945395376996"
713,London Power Networks (LPN),Wimbledon 3&4 132kV,Stewarts Rd 11kV,LPN-S000000000922,11,Budget Estimates Provided,1.0,8.8,,,"51.4759676034215, -0.141770295496943"
714,London Power Networks (LPN),Wimbledon 3&4 132kV,Stewarts Rd 11kV,LPN-S000000000922,11,Connection offers made (not yet accepted by customer),2.0,5.0,,,"51.4759676034215, -0.141770295496943"
715,London Power Networks (LPN),Wimbledon 3&4 132kV,Stewarts Rd 11kV,LPN-S000000000922,11,Connection offers made (not yet accepted by customer),1.0,8.8,,,"51.4759676034215, -0.141770295496943"
722,South Eastern Power Networks (SPN),Beddington,Caterham 11kV,,11,"Connection offer made (cancelled, expired, superseded)",1.0,1.0,,,
751,South Eastern Power Networks (SPN),Bolney,Littlehampton 11kV,SPN-S000000008431,11,Connection offer made (not yet accepted by customer),1.0,1.5,,,"50.810496313354, -0.541866441656141"
768,South Eastern Power Networks (SPN),Bolney,Withdean 11kV,SPN-S000000008378,11,Connection offer made (not yet accepted by customer),1.0,1.25,,,"50.8538211666084, -0.155780247437696"
770,South Eastern Power Networks (SPN),Bolney,Leigh Grid,,33,Budget Estimates Provided,1.0,15.87,,,
791,South Eastern Power Networks (SPN),Chessington,Kingston 11kV,SPN-S000000008325,11,Connection offer made (not yet accepted by customer),1.0,3.0,,,"51.4137729656541, -0.30601715065195"
794,South Eastern Power Networks (SPN),Chessington,Teddington 11kV,,11,Connection offer made (not yet accepted by customer),1.0,1.5,,,
801,South Eastern Power Networks (SPN),Kemsley,Grovehurst Local 11kV,SPN-S000000008585,11,Connection offer made (not yet accepted by customer),3.0,4.17,1,3.1,"51.3660454355275, 0.7537622694201"
815,South Eastern Power Networks (SPN),Kingsnorth,Chatham Hill 11kV,SPN-S000000008645,11,Connection offer made (accepted by customer),2.0,6.0,,,"51.3775931642859, 0.54051329034077"
816,South Eastern Power Networks (SPN),Kingsnorth,Chatham Hill 11kV,SPN-S000000008645,11,"Connection offer made (cancelled, expired, superseded)",1.0,2.83,,,"51.3775931642859, 0.54051329034077"
818,South Eastern Power Networks (SPN),Kingsnorth,Chatham West 11kV,SPN-S000000008508,11,Connection offer made (not yet accepted by customer),1.0,1.5,,,"51.3774618364563, 0.514509355003295"
854,South Eastern Power Networks (SPN),Ninfield,Ruckinge 132kV,,33,Connection offer made (accepted by customer),,,1,35.7,
861,South Eastern Power Networks (SPN),Northfleet,Crossways 11KV,SPN-S000000008626,11,"Connection offer made (cancelled, expired, superseded)",2.0,10.0,,,"51.45127307568, 0.249850123222409"
863,South Eastern Power Networks (SPN),Northfleet,Ebbsfleet 11KV,SPN-S000000008627,11,Connection offer made (accepted by customer),2.0,8.6,,,"51.4473417111624, 0.31912761433966"
872,South Eastern Power Networks (SPN),Northfleet,Paddock Wood 11kV,SPN-S000000008454,11,Connection offer made (accepted by customer),1.0,2.8,,,"51.1774454877242, 0.392619520989536"
873,South Eastern Power Networks (SPN),Northfleet,Paddock Wood 11kV,SPN-S000000008454,11,"Connection offer made (cancelled, expired, superseded)",1.0,7.0,,,"51.1774454877242, 0.392619520989536"
881,South Eastern Power Networks (SPN),Northfleet,Grain 11kV,,11,Budget Estimates Provided,,,1,20,
896,South Eastern Power Networks (SPN),Sellindge,Ashford Central 6.6kV,SPN-S000000008302,11,"Connection offer made (cancelled, expired, superseded)",1.0,1.2,,,"51.1453323778251, 0.868133674607256"
905,South Eastern Power Networks (SPN),Sellindge,Ashford West 6.6kV,,11,Budget Estimates Provided,,,1,3,
908,South Eastern Power Networks (SPN),West Weybridge,C.E.R.L. 11kV,SPN-S000000008495,11,Connection offer made (not yet accepted by customer),1.0,1.0,,,"51.3056366806059, -0.342396176970815"
910,South Eastern Power Networks (SPN),West Weybridge,Dorking Town 11kV,,11,"Connection offer made (cancelled, expired, superseded)",1.0,1.1,,,
21,Eastern Power Networks (EPN),Braintree,Chelmsford North Grid 11kV,EPN-S0000000F3002,11,Connection offers made (not yet accepted by customer),3.0,8.3,,,"51.745123835035, 0.472294515971274"
28,Eastern Power Networks (EPN),Bramford,A.D Plant British Sugar 11kV,,33,Connection offers made (not yet accepted by customer),1.0,32.9,,,
33,Eastern Power Networks (EPN),Bramford,Bramford Grid 132kV,EPN-S0000000C1068,132,Budget Estimates Provided,,,6,1500,"52.0702354374567, 1.06278038805205"
34,Eastern Power Networks (EPN),Bramford,Bramford Grid 132kV,EPN-S0000000C1068,132,"Connection offers made (cancelled, expired, superseded)",,,2,135,"52.0702354374567, 1.06278038805205"
51,Eastern Power Networks (EPN),Bramford,Dock Rd Primary 11kV,EPN-S0000000H1060,11,"Connection offers made (cancelled, expired, superseded)",1.0,6.0,,,"51.9538521006963, 1.32655054208453"
65,Eastern Power Networks (EPN),Bramford,Ipswich Grid 11kV,EPN-S0000000H1024,11,Budget Estimates Provided,3.0,7.3,,,"52.05576103445, 1.13603519740954"
70,Eastern Power Networks (EPN),Bramford,Lawford Grid 33kV,EPN-S0000000D3048,33,"Connection offers made (cancelled, expired, superseded)",,,1,13.5,"51.9166367025341, 1.01869819169731"
71,Eastern Power Networks (EPN),Bramford,Lawford Grid 33kV,EPN-S0000000D3048,33,Connection offers made (not yet accepted by customer),2.0,52.9,1,25,"51.9166367025341, 1.01869819169731"
80,Eastern Power Networks (EPN),Bramford,Severalls Ln Primary 11kV,EPN-S0000000H3039,11,Connection offers made (accepted by customer),1.0,2.4,,,"51.9264519377795, 0.916262964353593"
86,Eastern Power Networks (EPN),Bramford,Stowmarket Grid 33kV,EPN-S0000000D1018,132,Connection offers made (not yet accepted by customer),,,1,100,"52.1711061546669, 1.01718263923797"
93,Eastern Power Networks (EPN),Bramford,Tivetshall Primary 11kV,EPN-S0000000H1033,11,Budget Estimates Provided,1.0,2.5,,,"52.4401378458545, 1.17358086562589"
107,Eastern Power Networks (EPN),Brimsdown,Cuffley Primary 11kV,,11,Connection offers made (not yet accepted by customer),2.0,3.1,,,
114,Eastern Power Networks (EPN),Brimsdown,Waltham Abbey Primary 11kV,,11,Connection offers made (not yet accepted by customer),1.0,2.0,,,
116,Eastern Power Networks (EPN),Brimsdown,Waltham Park 11kV,EPN-S0000000F7022,132,Budget Estimates Provided,1.0,10.0,,,"51.6837596050097, -0.0461733850730962"
124,Eastern Power Networks (EPN),Burwell,Ely Primary 11kV,EPN-S0000000H4007,33,Budget Estimates Provided,,,2,15.9,"52.3978836770285, 0.255467859575925"
129,Eastern Power Networks (EPN),Burwell,Fulbourn Grid 33kV,,132,Connection offers made (not yet accepted by customer),,,1,49.9,
141,Eastern Power Networks (EPN),Burwell,Landbeach Primary 11kV,EPN-S0000000H4020,11,Connection offers made (not yet accepted by customer),2.0,6.7,,,"52.2913555214597, 0.173533476514472"
144,Eastern Power Networks (EPN),Burwell,Longstanton Primary 11kV,EPN-S0000000H4043,33,"Connection offers made (cancelled, expired, superseded)",,,1,22.5,"52.2657711622001, 0.0318234662643994"
151,Eastern Power Networks (EPN),Burwell,Sawston Primary 11kV,EPN-S0000000H4045,11,Budget Estimates Provided,1.0,6.0,,,"52.1228628290103, 0.153988197899791"
158,Eastern Power Networks (EPN),Eaton Socon,Austin Canons Grid 33kV,EPN-S0000000D4024,11,Connection offers made (not yet accepted by customer),2.0,4.5,,,"52.1267409229522, -0.482627126732345"
163,Eastern Power Networks (EPN),Eaton Socon,Biggleswade Primary 11kV,EPN-S0000000H4059,11,Connection offers made (not yet accepted by customer),2.0,2.9,,,"52.0808181461322, -0.262227400688808"
174,Eastern Power Networks (EPN),Eaton Socon,Huntingdon Grid 33kV,EPN-S0000000D4068,33,Budget Estimates Provided,,,4,90.6,"52.3407372864036, -0.183060686204365"
175,Eastern Power Networks (EPN),Eaton Socon,Kimbolton Primary 11kV,,11,Budget Estimates Provided,1.0,1.1,,,
180,Eastern Power Networks (EPN),Eaton Socon,Little Barford 132kV,EPN-S0000000C4055,33,"Connection offers made (cancelled, expired, superseded)",,,1,20,"52.2073460897954, -0.272003403194028"
192,Eastern Power Networks (EPN),Elstree,Bushey Mill Grid 33kV,EPN-S0000000D8006,33,Budget Estimates Provided,2.0,46.0,,,"51.670976638723, -0.382370800818844"
206,Eastern Power Networks (EPN),Elstree,Leavesden Studios Primary 11kV,EPN-S0000000H8121,11,Connection offers made (accepted by customer),1.0,10.5,,,"51.6860097465258, -0.425943119686932"
218,Eastern Power Networks (EPN),Elstree Stanmore,Stanmore Grid 33kV,EPN-S0000000D8081,33,"Connection offers made (cancelled, expired, superseded)",1.0,25.0,,,"51.6097459425312, -0.312481421021654"
221,Eastern Power Networks (EPN),Grendon,R A E Grid 33kV,,132,Connection offers made (not yet accepted by customer),1.0,50.0,,,
240,Eastern Power Networks (EPN),Norwich,Aylsham Primary 11kV,EPN-S0000000H5041,11,Connection offers made (not yet accepted by customer),1.0,1.4,,,"52.801821205504, 1.26738878654342"
244,Eastern Power Networks (EPN),Norwich,Cringleford Primary 11kV,EPN-S0000000H5075,11,"Connection offers made (cancelled, expired, superseded)",1.0,7.5,,,"52.6056121345765, 1.24344681403197"
251,Eastern Power Networks (EPN),Norwich,East Dereham Primary 11kV,EPN-S0000000H5016,33,"Connection offers made (cancelled, expired, superseded)",,,1,22,"52.6846328706583, 0.945193420743859"
259,Eastern Power Networks (EPN),Norwich,Mousehold Primary 11kV,EPN-S0000000H5057,11,Budget Estimates Provided,1.0,1.1,,,"52.6416637087557, 1.32718019959499"
271,Eastern Power Networks (EPN),Norwich,Sall Grid 33kV,EPN-S0000000D5023,33,Connection offers made (not yet accepted by customer),,,2,32,"52.7731302289295, 1.15120280997115"
276,Eastern Power Networks (EPN),Norwich,Thorpe Gd Local 11kV,EPN-S0000000F5014,11,Connection offers made (not yet accepted by customer),3.0,6.6,,,"52.6225373412088, 1.32065922068105"
279,Eastern Power Networks (EPN),Norwich,Trowse Grid 132kV,EPN-S0000000C5084,132,"Connection offers made (cancelled, expired, superseded)",,,2,150,"52.6077623298605, 1.30807625655577"
280,Eastern Power Networks (EPN),Norwich,Trowse Grid 132kV,EPN-S0000000C5084,132,Connection offers made (not yet accepted by customer),1.0,150.0,1,100,"52.6077623298605, 1.30807625655577"
301,Eastern Power Networks (EPN),Pelham,Pelham 132kV,EPN-S0000000C7070,132,Connection offers made (not yet accepted by customer),1.0,700.0,2,80,"51.9351365482506, 0.118115255066342"
315,Eastern Power Networks (EPN),Rayleigh,Gardiners Ln Primary 11kV,EPN-S0000000H7096,11,Budget Estimates Provided,2.0,3.5,,,"51.5882935227615, 0.482897728873305"
335,Eastern Power Networks (EPN),Rayleigh,The Limes 11kV,EPN-S0000000H7116,11,Budget Estimates Provided,1.0,2.9,,,"51.5818013435224, 0.451205245298775"
342,Eastern Power Networks (EPN),Rye House,Harlow West Grid 11kV,,11,Budget Estimates Provided,1.0,5.0,,,
343,Eastern Power Networks (EPN),Rye House,Harlow West Grid 11kV,,11,Connection offers made (not yet accepted by customer),1.0,1.5,,,
350,Eastern Power Networks (EPN),Rye House,New Harlow Primary 11kV,EPN-S0000000H7032,11,Connection offers made (not yet accepted by customer),1.0,2.5,,,"51.7808147754037, 0.110328154033663"
369,Eastern Power Networks (EPN),Sundon,East Harpenden Primary 11kV,,11,Connection offers made (not yet accepted by customer),4.0,10.1,,,
374,Eastern Power Networks (EPN),Sundon,Luton Airport Primary 11kV,EPN-S0000000H8039,33,Budget Estimates Provided,1.0,19.5,,,"51.8859823206316, -0.3778748757245"
387,Eastern Power Networks (EPN),Sundon,Sundon GIS 132kV,EPN-S0000000C8086,132,Budget Estimates Provided,2.0,150.0,,,"51.9317779571192, -0.500702627893215"
406,Eastern Power Networks (EPN),Tilbury 1&7,Tilbury Local Primary 11kV,EPN-S0000000H7117,11,Budget Estimates Provided,1.0,5.0,,,"51.4613613691232, 0.380174914271063"
420,Eastern Power Networks (EPN),Tottenham,Tottenham 132kV,,11,"Connection offers made (cancelled, expired, superseded)",1.0,12.5,,,
450,Eastern Power Networks (EPN),Walpole,March Primary 11kV,EPN-S0000000H6029,11,"Connection offers made (cancelled, expired, superseded)",2.0,3.7,,,"52.5490797871529, 0.0858604926141099"
475,Eastern Power Networks (EPN),Walpole,Watton Primary 11kV,EPN-S0000000H6011,11,Budget Estimates Provided,,,3,12,"52.5758281720386, 0.815522640736117"
478,Eastern Power Networks (EPN),Warley,Barclay Way Primary 11kV,EPN-S0000000H7023,11,Budget Estimates Provided,1.0,5.6,,,"51.4810552527565, 0.271450744975958"
483,Eastern Power Networks (EPN),Warley,Hutton Primary 11kV,EPN-S0000000H7029,11,Connection offers made (not yet accepted by customer),1.0,1.5,,,"51.6368427179474, 0.349465307572008"
485,Eastern Power Networks (EPN),Warley,Lakeside Primary 11kV,EPN-S0000000H7011,11,Connection offers made (not yet accepted by customer),2.0,3.7,,,"51.4835576377817, 0.286137072253766"
490,Eastern Power Networks (EPN),Warley,Purfleet Grid 33kV,EPN-S0000000D7049,132,Budget Estimates Provided,,,1,15,"51.4785511205189, 0.261893054480452"
494,Eastern Power Networks (EPN),Warley,Straight Rd Primary 11kV,EPN-S0000000H7134,11,"Connection offers made (cancelled, expired, superseded)",1.0,2.0,,,"51.5936839201994, 0.213552176370882"
495,Eastern Power Networks (EPN),Warley,Straight Rd Primary 11kV,EPN-S0000000H7134,11,Connection offers made (not yet accepted by customer),2.0,3.5,,,"51.5936839201994, 0.213552176370882"
496,Eastern Power Networks (EPN),Warley,Warley Grid 132kV,EPN-S0000000C7159,132,Budget Estimates Provided,4.0,455.0,4,244.8,"51.552727386882, 0.30063947297193"
509,Eastern Power Networks (EPN),Watford South,Rickmansworth Grid 11kV,EPN-S0000000N8078,11,Connection offers made (accepted by customer),,,1,2.5,"51.6408756403759, -0.476830919701273"
523,Eastern Power Networks (EPN),Wymondley,East Letchworth Primary 11kV,EPN-S0000000H8133,11,Budget Estimates Provided,1.0,2.6,1,3,"51.9828517689337, -0.215767482766302"
524,Eastern Power Networks (EPN),Wymondley,East Letchworth Primary 11kV,EPN-S0000000H8133,11,"Connection offers made (cancelled, expired, superseded)",1.0,2.5,,,"51.9828517689337, -0.215767482766302"
525,Eastern Power Networks (EPN),Wymondley,East Letchworth Primary 11kV,EPN-S0000000H8133,11,Connection offers made (not yet accepted by customer),6.0,9.5,,,"51.9828517689337, -0.215767482766302"
544,Eastern Power Networks (EPN),Wymondley,Wymondley Main 132kV,EPN-S0000000C8085,132,Budget Estimates Provided,1.0,100.0,,,"51.9283155122106, -0.24984194511522"
555,London Power Networks (LPN),Barking West 33kV,Barking West 11kV,LPN-S000000000617,11,Budget Estimates Provided,1.0,2.9,,,"51.5161377779219, 0.107151163381024"
562,London Power Networks (LPN),Brimsdown,Buckhurst Hill 33kV,,33,Budget Estimates Provided,1.0,60.0,,,
563,London Power Networks (LPN),Brimsdown,Epping New Rd 11kV,,11,Connection offers made (not yet accepted by customer),1.0,1.5,,,
566,London Power Networks (LPN),Hurst,Chislehurst 11kV,,11,Connection offers made (not yet accepted by customer),2.0,3.0,,,
569,London Power Networks (LPN),City Road,Bankside D 20kV,LPN-S000000000917,20,Connection offers made (accepted by customer),1.0,13.0,,,"51.5077820364248, -0.0984988259577983"
594,London Power Networks (LPN),Hurst,Farjeon Rd 11kV,LPN-S000000000734,11,Connection offers made (not yet accepted by customer),5.0,7.5,,,"51.4727028050111, 0.0374273283590525"
612,London Power Networks (LPN),Hackney 66kV,Hackney C 6.6kV,LPN-S000000000442,6.6,Connection offers made (accepted by customer),1.0,1.5,,,"51.5584498697911, -0.0408010245815846"
616,London Power Networks (LPN),Littlebrook,Crayford 11kV,LPN-S000000000715,11,Connection offers made (not yet accepted by customer),1.0,2.0,,,"51.4524131324733, 0.180486009646744"
619,London Power Networks (LPN),Lodge Road,Hyde Park Estate A 11kV,LPN-S000000000348,11,Budget Estimates Provided,1.0,1.5,,,"51.5161722923754, -0.167432586141222"
625,London Power Networks (LPN),New Cross 132kV,Deptford Grid 11kV,LPN-S000000000786,11,Connection offers made (accepted by customer),1.0,14.9,,,"51.4843563678957, -0.023454090166356"
630,London Power Networks (LPN),New Cross 132kV,New Cross 132kV,,132,Connection offers made (accepted by customer),1.0,182.0,,,
657,London Power Networks (LPN),St Johns Wood,Shorts Gdns 11kV,LPN-S000000000283,11,Connection offers made (not yet accepted by customer),1.0,3.6,,,"51.5152661532079, -0.123769754423759"
659,London Power Networks (LPN),St Johns Wood,Amberley Rd 11kV,LPN-S000000000309,11,Connection offers made (not yet accepted by customer),4.0,6.2,,,"51.5227947036953, -0.192609179198131"
664,London Power Networks (LPN),Beddington,Sydenham Park 11kV,LPN-S000000000885,11,"Connection offers made (cancelled, expired, superseded)",1.0,1.5,,,"51.4334401301574, -0.0535779300761823"
667,London Power Networks (LPN),West Ham,Blackwall Way 11kV,LPN-S000000000640,11,Budget Estimates Provided,1.0,15.0,,,"51.507129604829, -0.00350464748068387"
684,London Power Networks (LPN),West Ham,West Ham Grid 11kV,LPN-S000000000695,11,Connection offers made (not yet accepted by customer),7.0,17.6,,,"51.5194041870565, 0.00232216044962693"
690,London Power Networks (LPN),Willesden 132kV,Gibbons Rd 11kV,LPN-S000000000240,11,Connection offers made (not yet accepted by customer),5.0,22.5,,,"51.5463340961811, -0.256605931549261"
691,London Power Networks (LPN),Willesden 132kV,Willesden Grid 132kV,,132,Budget Estimates Provided,1.0,130.0,,,
701,London Power Networks (LPN),Wimbledon 3&4 132kV,Burlington Rd 11kV,,11,Connection offers made (accepted by customer),1.0,4.0,,,
725,South Eastern Power Networks (SPN),Beddington,West Croydon 11kV,SPN-S000000008509,11,Connection offer made (not yet accepted by customer),1.0,1.5,,,"51.3588876783785, -0.121175093648537"
738,South Eastern Power Networks (SPN),Bolney,Crawley Town 11kV,,11,Connection offer made (not yet accepted by customer),1.0,1.8,,,
739,South Eastern Power Networks (SPN),Bolney,Goddards Green 11kV,SPN-S000000008563,11,"Connection offer made (cancelled, expired, superseded)",1.0,1.4,,,"50.9651272440846, -0.157215000364173"
742,South Eastern Power Networks (SPN),Bolney,Horley 33/11,SPN-S000000008419,11,"Connection offer made (cancelled, expired, superseded)",3.0,4.72,,,"51.1814205692287, -0.160092441617516"
743,South Eastern Power Networks (SPN),Bolney,Horley 33/11,SPN-S000000008419,11,Connection offer made (not yet accepted by customer),2.0,3.97,,,"51.1814205692287, -0.160092441617516"
748,South Eastern Power Networks (SPN),Bolney,Leigh Grid 33kV,,33,Connection offer made (accepted by customer),,,1,30.6,
753,South Eastern Power Networks (SPN),Bolney,Newhaven Grid 33kV,,33,"Connection offer made (cancelled, expired, superseded)",,,1,20.4,
758,South Eastern Power Networks (SPN),Bolney,Pulborough 11kV,,11,"Connection offer made (cancelled, expired, superseded)",1.0,9.5,,,
772,South Eastern Power Networks (SPN),Canterbury,Canterbury Local 11kV,SPN-S000000008597,11,"Connection offer made (cancelled, expired, superseded)",1.0,1.24,,,"51.2909741732542, 1.08738546663977"
777,South Eastern Power Networks (SPN),Canterbury,Chartham 11kV,,11,"Connection offer made (cancelled, expired, superseded)",1.0,3.71,,,
783,South Eastern Power Networks (SPN),Canterbury,Herne Bay 11kV,SPN-S000000008417,11,Budget Estimates Provided,,,1,15.4,"51.3540076168943, 1.09524392810905"
805,South Eastern Power Networks (SPN),Kemsley,Sittingbourne Grid 33kV,,33,"Connection offer made (cancelled, expired, superseded)",,,1,18.4,
806,South Eastern Power Networks (SPN),Kemsley,Sittingbourne Grid 33kV,,33,Connection offer made (not yet accepted by customer),,,1,25.5,
812,South Eastern Power Networks (SPN),Kingsnorth,Aylesford 6.6kV,SPN-S000000008312,6.6,Connection offer made (not yet accepted by customer),2.0,2.0,,,"51.3006804902293, 0.467312962378983"
821,South Eastern Power Networks (SPN),Kingsnorth,Lordswood 11KV,,11,Connection offer made (not yet accepted by customer),2.0,2.9,,,
825,South Eastern Power Networks (SPN),Kingsnorth,Kingsnorth Grid 132kV,SPN-S000000009976,132,Budget Estimates Provided,,,1,25,"51.4197964486026, 0.596060453884657"
828,South Eastern Power Networks (SPN),Kingsnorth,Chatham Grid,,33,Budget Estimates Provided,1.0,16.02,,,
834,South Eastern Power Networks (SPN),Laleham,Twickenham Grid,,33,Budget Estimates Provided,1.0,10.0,,,
850,South Eastern Power Networks (SPN),Ninfield,Ninfield 132kV,SPN-S000000009936,132,"Connection offer made (cancelled, expired, superseded)",,,1,127.6,"50.8807166803942, 0.449620344398189"
862,South Eastern Power Networks (SPN),Northfleet,East Grinstead 11kV,SPN-S000000008396,11,Connection offer made (not yet accepted by customer),1.0,1.0,,,"51.1300322898903, -0.0147947832634629"
866,South Eastern Power Networks (SPN),Northfleet,Gravesend Town 6.6kV,SPN-S000000008409,6.6,Connection offer made (not yet accepted by customer),1.0,1.5,,,"51.4415090524139, 0.383920024603466"
869,South Eastern Power Networks (SPN),Northfleet,Northfleet East 132kV,SPN-S000000009937,33,Connection offer made (not yet accepted by customer),,,1,29.7,"51.4277809482857, 0.330940448884314"
885,South Eastern Power Networks (SPN),Northfleet,Ebbsfleet Grid,,11,Budget Estimates Provided,1.0,13.2,,,
902,South Eastern Power Networks (SPN),Sellindge,Sellindge 132kV,SPN-S000000009962,132,"Connection offer made (cancelled, expired, superseded)",,,2,122.3,"51.1063321591089, 0.977459050642279"
904,South Eastern Power Networks (SPN),Sellindge,Ruckinge Grid 33kV,,33,Budget Estimates Provided,,,1,50,
919,South Eastern Power Networks (SPN),West Weybridge,West Weybridge 132kV(NEW),,132,Connection offer made (accepted by customer),2.0,80.5,,,
1,Eastern Power Networks (EPN),Amersham,Coldharbour Farm 11kV,EPN-S0000000H8009,11,Connection offers made (not yet accepted by customer),2.0,5.4,,,"51.8206650956025, -0.845502959741273"
3,Eastern Power Networks (EPN),Amersham,Ilmer Primary 11kV,EPN-S0000000H8158,11,Connection offers made (not yet accepted by customer),1.0,2.7,,,"51.7517773136147, -0.88227449772753"
4,Eastern Power Networks (EPN),Amersham,Thame Primary 11kV,,11,Budget Estimates Provided,3.0,4.7,,,
7,Eastern Power Networks (EPN),Barking 132kV,Romford Primary 11kV,EPN-S0000000H7150,11,Budget Estimates Provided,1.0,2.0,,,"51.5748985672836, 0.181826447810081"
